маг_NOUN,волшебник_NOUN,0.958333
машина_NOUN,автомобиль_NOUN,0.952381
мальчик_NOUN,парень_NOUN,0.952381
доллар_NOUN,бакс_NOUN,0.952381
расчет_NOUN,вычисление_NOUN,0.916667
побережье_NOUN,берег_NOUN,0.904762
жидкость_NOUN,вода_NOUN,0.904762
чемпионат_NOUN,турнир_NOUN,0.888889
тигр_NOUN,тигр_NOUN,0.875
поездка_NOUN,путешествие_NOUN,0.857143
тип_NOUN,вид_NOUN,0.851852
футбол_NOUN,мини-футбол_NOUN,0.833333
марафон_NOUN,спринт_NOUN,0.809524
король_NOUN,королева_NOUN,0.791667
миля_NOUN,километр_NOUN,0.791667
улица_NOUN,проспект_NOUN,0.791667
убийство_NOUN,кровопролитие_NOUN,0.791667
деньги_NOUN,валюта_NOUN,0.777778
чашка_NOUN,посуда_NOUN,0.761905
морепродукт_NOUN,омар_NOUN,0.761905
алюминий_NOUN,металл_NOUN,0.761905
деньги_NOUN,наличные_NOUN,0.75
птица_NOUN,журавль_NOUN,0.75
водка_NOUN,джин_NOUN,0.714286
птица_NOUN,петух_NOUN,0.714286
тигр_NOUN,кошка_NOUN,0.708333
тигр_NOUN,ягуар_NOUN,0.708333
ягуар_NOUN,кошка_NOUN,0.708333
омар_NOUN,еда_NOUN,0.708333
лес_NOUN,лесопарк_NOUN,0.666667
еда_NOUN,фрукт_NOUN,0.666667
тигр_NOUN,кошачий_ADJ,0.666667
век_NOUN,год_NOUN,0.666667
улица_NOUN,квартал_NOUN,0.666667
доллар_NOUN,йена_NOUN,0.666667
мексика_NOUN,бразилия_NOUN,0.666667
мобильный_ADJ,телефон_NOUN,0.641026
деньги_NOUN,доллар_NOUN,0.636364
морепродукт_NOUN,еда_NOUN,0.625000
водка_NOUN,бренди_NOUN,0.625
камень_NOUN,драгоценность_NOUN,0.625
тигр_NOUN,хищник_NOUN,0.625
тигр_NOUN,млекопитающее_NOUN,0.625
психология_NOUN,дисциплина_NOUN,0.625
психология_NOUN,наука_NOUN,0.625
планета_NOUN,звезда_NOUN,0.619048
доктор_NOUN,медсестра_NOUN,0.619048
студент_NOUN,профессор_NOUN,0.619048
напиток_NOUN,пища_NOUN,0.619048
тигр_NOUN,животное_NOUN,0.619048
тигр_NOUN,фауна_NOUN,0.619048
ливень_NOUN,гроза_NOUN,0.600000
день_NOUN,полдень_NOUN,0.6
сми_NOUN,радио_NOUN,0.583333
огурец_NOUN,картофель_NOUN,0.583333
футбол_NOUN,теннис_NOUN,0.583333
мужчина_NOUN,женщина_NOUN,0.571429
король_NOUN,ладья_NOUN,0.555556
психология_NOUN,психиатрия_NOUN,0.555556
доктор_NOUN,персонал_NOUN,0.555556
дивиденд_NOUN,выплата_NOUN,0.555556
зритель_NOUN,сериал_NOUN,0.545455
объявление_NOUN,новость_NOUN,0.533333
печь_NOUN,плита_NOUN,0.537037
епископ_NOUN,раввин_NOUN,0.52381
планета_NOUN,луна_NOUN,0.52381
планета_NOUN,солнце_NOUN,0.518519
рок_NOUN,джаз_NOUN,0.52381
жизнь_NOUN,смерть_NOUN,0.521739
ягуар_NOUN,автомобиль_NOUN,0.515152
прибыль_NOUN,убыток_NOUN,0.511111
стекло_NOUN,металл_NOUN,0.5
прецедент_NOUN,пример_NOUN,0.491228
физика_NOUN,химия_NOUN,0.487179
музей_NOUN,театр_NOUN,0.484848
телевидение_NOUN,радио_NOUN,0.481481
прецедент_NOUN,познание_NOUN,0.466667
хлеб_NOUN,масло_NOUN,0.458333
профессор_NOUN,доктор_NOUN,0.444444
улица_NOUN,место_NOUN,0.444444
чашка_NOUN,предмет_NOUN,0.428571
поезд_NOUN,машина_NOUN,0.416667
телефон_NOUN,оборудование_NOUN,0.416667
блядь_NOUN,секс_NOUN,0.4
гарвард_NOUN,йель_NOUN,0.384615
больница_NOUN,инфраструктура_NOUN,0.380952
самолет_NOUN,машина_NOUN,0.380952
японец_NOUN,американец_NOUN,0.377778
футбол_NOUN,баскетбол_NOUN,0.375000
чашка_NOUN,еда_NOUN,0.375
умник_NOUN,глупец_NOUN,0.366667
тигр_NOUN,организм_NOUN,0.333333
чашка_NOUN,вещь_NOUN,0.333333
потребитель_NOUN,энергия_NOUN,0.333333
парень_NOUN,брат_NOUN,0.333333
монах_NOUN,оракул_NOUN,0.307692
начало_NOUN,год_NOUN,0.303030
побережье_NOUN,лес_NOUN,0.3
умник_NOUN,студент_NOUN,0.291667
министерство_NOUN,культура_NOUN,0.282051
жизнь_NOUN,срок_NOUN,0.27451
прецедент_NOUN,предшественник_NOUN,0.272727
еда_NOUN,петушок_NOUN,0.270833
передвижение_NOUN,деятельность_NOUN,0.266667
цель_NOUN,жизнь_NOUN,0.266667
театр_NOUN,история_NOUN,0.266667
мораль_NOUN,важность_NOUN,0.250000
чашка_NOUN,объект_NOUN,0.25
кожа_NOUN,глаз_NOUN,0.25
улица_NOUN,ребенок_NOUN,0.25
потребитель_NOUN,доверие_NOUN,0.25
мораль_NOUN,брак_NOUN,0.25
деньги_NOUN,операция_NOUN,0.25
журавль_NOUN,приспособление_NOUN,0.25
начало_NOUN,матч_NOUN,0.242424
компьютер_NOUN,новость_NOUN,0.242424
приют_NOUN,дурдом_NOUN,0.238095
опера_NOUN,выступление_NOUN,0.238095
изображение_NOUN,поверхность_NOUN,0.238095
шанс_NOUN,доверие_NOUN,0.238095
развитие_NOUN,вопрос_NOUN,0.214286
ситуация_NOUN,заключение_NOUN,0.212121
сми_NOUN,торговля_NOUN,0.212121
расследование_NOUN,усилие_NOUN,0.205128
прецедент_NOUN,информация_NOUN,0.186275
омар_NOUN,вино_NOUN,0.185185
космос_NOUN,химия_NOUN,0.166667
побережье_NOUN,холм_NOUN,0.166667
мир_NOUN,атмосфера_NOUN,0.166667
атмосфера_NOUN,пейзаж_NOUN,0.166667
отчет_NOUN,выгода_NOUN,0.166667
школа_NOUN,центр_NOUN,0.166667
губернатор_NOUN,интервью_NOUN,0.166667
берег_NOUN,лесопарк_NOUN,0.166667
святой_ADJ,секс_NOUN,0.146667
мужчина_NOUN,губернатор_NOUN,0.133333
направление_NOUN,сочетание_NOUN,0.125000
слово_NOUN,сходство_NOUN,0.111111
монах_NOUN,раб_NOUN,0.111111
задержка_NOUN,новость_NOUN,0.105263
возможность_NOUN,девушка_NOUN,0.105263
кладбище_NOUN,лесопарк_NOUN,0.104167
президент_NOUN,медаль_NOUN,0.102564
парень_NOUN,волшебник_NOUN,0.100000
чашка_NOUN,артефакт_NOUN,0.095238
архитектура_NOUN,век_NOUN,0.095238
мир_NOUN,страхование_NOUN,0.095238
чашка_NOUN,вещество_NOUN,0.095238
меньшинство_NOUN,мир_NOUN,0.090909
марс_NOUN,вода_NOUN,0.090909
доброволец_NOUN,девиз_NOUN,0.090909
наблюдение_NOUN,архитектура_NOUN,0.088889
век_NOUN,нация_NOUN,0.088889
король_NOUN,капуста_NOUN,0.088889
журнал_NOUN,ассоциация_NOUN,0.087719
фонд_NOUN,ягуар_NOUN,0.087719
мир_NOUN,план_NOUN,0.083333
запас_NOUN,жизнь_NOUN,0.074074
фонд_NOUN,телефон_NOUN,0.060606
ситуация_NOUN,изоляция_NOUN,0.047619
население_NOUN,развитие_NOUN,0.047619
музыка_NOUN,проект_NOUN,0.047619
объявление_NOUN,производство_NOUN,0.047619
предубеждение_NOUN,признание_NOUN,0.047619
объявление_NOUN,усилие_NOUN,0.047619
перечисление_NOUN,близость_NOUN,0.047619
среда_NOUN,новость_NOUN,0.047619
профессор_NOUN,огурец_NOUN,0.047619
развертывание_NOUN,отход_NOUN,0.041667
ориентир_NOUN,индекс_NOUN,0.041667
прибыль_NOUN,предупреждение_NOUN,0.041667
семь_NUM,серия_NOUN,0.041667
опыт_NOUN,музыка_NOUN,0.041667
опера_NOUN,отрасль_NOUN,0.041667
месяц_NOUN,отель_NOUN,0.041667
энергия_NOUN,секретарь_NOUN,0.041667
напиток_NOUN,ухо_NOUN,0.041667
задержка_NOUN,расизм_NOUN,0.041667
напиток_NOUN,машина_NOUN,0.000000
практика_NOUN,учреждение_NOUN,0.000000
фонд_NOUN,cd_NOUN,0.000000
сахар_NOUN,подход_NOUN,0.000000
лес_NOUN,погост_NOUN,0.000000
машина_NOUN,полет_NOUN,0.0
доска_NOUN,рекомендация_NOUN,0.0
попытка_NOUN,мир_NOUN,0.0
пять_NUM,месяц_NOUN,0.0
прецедент_NOUN,группа_NOUN,0.0
производство_NOUN,поход_NOUN,0.0
сми_NOUN,выгода_NOUN,0.0
линия_NOUN,страхование_NOUN,0.0
напиток_NOUN,мать_NOUN,0.0
прецедент_NOUN,сбор_NOUN,0.0
подписывать_VERB,перерыв_NOUN,0.0
проблема_NOUN,аэропорт_NOUN,0.0
причина_NOUN,гипертония_NOUN,0.0
стекло_NOUN,маг_NOUN,0.0
фонд_NOUN,яйцо_NOUN,0.0
