расположение_NOUN,размещение_NOUN,0.916667
деньги_NOUN,богатство_NOUN,0.851852
ребенок_NOUN,мать_NOUN,0.814815
теннис_NOUN,ракетка_NOUN,0.7
новость_NOUN,сообщение_NOUN,0.666667
война_NOUN,войско_NOUN,0.666667
книга_NOUN,библиотека_NOUN,0.666667
банк_NOUN,деньги_NOUN,0.636364
морепродукт_NOUN,море_NOUN,0.636364
деньги_NOUN,банк_NOUN,0.625
компания_NOUN,фонд_NOUN,0.625
объявление_NOUN,предупреждение_NOUN,0.625
иерусалим_NOUN,израиль_NOUN,0.622222
страна_NOUN,гражданин_NOUN,0.619048
лечение_NOUN,восстановление_NOUN,0.619048
инструмент_NOUN,приспособление_NOUN,0.615385
марадона_NOUN,футбол_NOUN,0.604167
природа_NOUN,среда_NOUN,0.6
кино_NOUN,театр_NOUN,0.6
компьютер_NOUN,клавиатура_NOUN,0.583333
компьютер_NOUN,программа_NOUN,0.583333
психология_NOUN,фрейд_NOUN,0.583333
шкаф_NOUN,одежда_NOUN,0.583333
планета_NOUN,космос_NOUN,0.583333
психология_NOUN,сознание_NOUN,0.583333
деньги_NOUN,имущество_NOUN,0.583333
чашка_NOUN,кофе_NOUN,0.583333
ливень_NOUN,наводнение_NOUN,0.583333
любовь_NOUN,секс_NOUN,0.571429
фбр_NOUN,расследование_NOUN,0.555556
телевидение_NOUN,фильм_NOUN,0.555556
бокс_NOUN,раунд_NOUN,0.555556
компьютер_NOUN,интернет_NOUN,0.555556
книга_NOUN,бумага_NOUN,0.555556
зритель_NOUN,сериал_NOUN,0.545455
игра_NOUN,победа_NOUN,0.541667
кровать_NOUN,шкаф_NOUN,0.541667
поездка_NOUN,машина_NOUN,0.541667
иерусалим_NOUN,палестинец_NOUN,0.533333
сеть_NOUN,аппаратура_NOUN,0.533333
наркотик_NOUN,злоупотребление_NOUN,0.533333
прецедент_NOUN,право_NOUN,0.533333
закон_NOUN,юрист_NOUN,0.523810
планета_NOUN,астроном_NOUN,0.518519
деньги_NOUN,депозит_NOUN,0.518519
телефон_NOUN,сообщение_NOUN,0.518519
жертва_NOUN,авария_NOUN,0.518519
территория_NOUN,километр_NOUN,0.518519
кино_NOUN,критик_NOUN,0.5
инсульт_NOUN,больница_NOUN,0.5
юрист_NOUN,доказательство_NOUN,0.5
брат_NOUN,монах_NOUN,0.490196
еда_NOUN,приготовление_NOUN,0.488889
погода_NOUN,прогноз_NOUN,0.487179
физика_NOUN,протон_NOUN,0.479167
игра_NOUN,поражение_NOUN,0.472222
министр_NOUN,партия_NOUN,0.466667
прецедент_NOUN,познание_NOUN,0.466667
планета_NOUN,галактика_NOUN,0.458333
отель_NOUN,бронирование_NOUN,0.458333
психология_NOUN,депрессия_NOUN,0.458333
чашка_NOUN,напиток_NOUN,0.458333
психология_NOUN,клиника_NOUN,0.458333
награда_NOUN,мужество_NOUN,0.458333
инвалидность_NOUN,смерть_NOUN,0.458333
фбр_NOUN,улика_NOUN,0.454545
день_NOUN,рассвет_NOUN,0.444444
среда_NOUN,экология_NOUN,0.444444
игра_NOUN,раунд_NOUN,0.444444
игра_NOUN,команда_NOUN,0.428571
арафат_NOUN,терроризм_NOUN,0.428571
концерт_NOUN,виртуоз_NOUN,0.428571
чашка_NOUN,предмет_NOUN,0.428571
планета_NOUN,человек_NOUN,0.416667
планета_NOUN,созвездие_NOUN,0.416667
допуск_NOUN,билет_NOUN,0.416667
опек_NOUN,нефть_NOUN,0.404762
компьютер_NOUN,лаборатория_NOUN,0.400000
космос_NOUN,мир_NOUN,0.395833
тигр_NOUN,зоопарк_NOUN,0.380952
вода_NOUN,утечка_NOUN,0.380952
опек_NOUN,страна_NOUN,0.370370
каньон_NOUN,пейзаж_NOUN,0.375
бой_NOUN,поражение_NOUN,0.375
психология_NOUN,страх_NOUN,0.375
проблема_NOUN,вызов_NOUN,0.375
чашка_NOUN,еда_NOUN,0.375
психология_NOUN,здоровье_NOUN,0.363636
инвестор_NOUN,заработок_NOUN,0.363636
марс_NOUN,ученый_NOUN,0.358974
деньги_NOUN,снятие_NOUN,0.355556
деньги_NOUN,отмывание_NOUN,0.351852
фонд_NOUN,рынок_NOUN,0.333333
валюта_NOUN,рынок_NOUN,0.333333
доллар_NOUN,прибыль_NOUN,0.333333
деньги_NOUN,владение_NOUN,0.333333
лето_NOUN,засуха_NOUN,0.333333
